,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
198308,-6.0936,-4.2085,-3.3386,-4.4324,-2.4901,-5.9275,-3.4693,-3.2964,-1.3143,0.3751,-3.6894,-4.9317,-2.7264,-1.6451,1.7122,-3.1839,-2.4309,-0.4239,1.8914,3.4527,-1.9806,-0.7369,0.345,1.4659,4.274
198309,-3.8256,-0.537,-0.3453,1.2153,0.3019,1.1519,1.5868,3.7953,3.9292,3.0497,1.5052,3.9271,2.651,4.2655,6.7298,3.5754,2.6039,2.9497,2.7537,1.1435,1.4422,2.7826,2.152,0.6574,0.967
198310,-10.2473,-6.2166,-5.8688,-3.8429,-2.7969,-10.4911,-7.2659,-4.3398,-2.1152,-3.3994,-8.6837,-5.3039,-3.156,-1.0483,-2.0676,-7.1695,-3.0918,-2.7201,-2.3474,-1.04,-5.5126,-1.7495,-0.9558,-1.1209,0.8418
198311,2.6617,1.336,2.1465,2.3506,2.596,5.1297,5.4328,5.1365,4.9126,4.573,6.1868,4.1753,4.867,3.602,3.3622,6.1069,2.9286,3.8136,4.5267,3.4144,3.3542,2.1606,3.2017,0.7938,-0.2851
198312,-5.829,-2.3637,-1.9069,-0.1243,-0.2844,-3.0617,-1.5998,-0.2817,-0.5006,-0.1432,-2.9402,-1.9513,-0.2717,-1.653,1.0575,-3.4303,-1.2872,-2.5905,-2.3796,-0.9037,-0.6778,-0.3698,-2.5879,-2.0233,0.1727
198401,0.2692,1.6411,1.9784,2.439,3.9663,-6.3333,-1.4447,-0.8449,0.447,3.1929,-6.7432,-4.6769,-2.1494,0.2967,0.3554,-7.7919,-3.5478,-1.2872,-0.7332,0.1955,-5.7912,-0.4376,-0.4458,-0.246,3.4551
198402,-7.3213,-7.3254,-5.4311,-3.6797,-4.3066,-7.7603,-6.4448,-4.1587,-3.2498,-4.4853,-7.157,-7.1759,-5.1664,-4.8902,-2.6143,-6.1171,-6.3093,-6.1198,-3.8698,-4.9999,-4.7216,-6.9983,-6.0318,-4.4561,-2.0478
198403,-1.5946,0.8453,0.8281,2.0329,2.1112,-0.8591,1.3228,0.4115,0.6948,1.6284,0.0995,1.4495,2.1605,0.442,3.2292,0.4548,0.165,1.8285,0.7155,3.5471,0.0931,3.8499,1.8063,1.8775,0.9511
198404,-4.5266,-3.3974,-1.3654,-1.4399,-1.4705,-2.6734,1.2008,0.5003,-0.0003,-1.6172,-0.0929,1.0691,-0.4783,-1.9917,0.2447,-0.983,-0.7403,-1.4385,-3.623,-2.5075,1.5839,-0.2103,0.0276,-1.4121,0.2953
198405,-6.455,-3.8182,-4.9519,-3.4586,-2.4716,-6.4525,-5.3297,-5.6793,-4.1048,-4.842,-6.2983,-5.6045,-5.8594,-4.2454,-6.844,-4.1111,-5.041,-5.3229,-4.3935,-8.4294,-5.919,-5.0949,-6.9901,-5.1409,-7.1258
198406,0.5702,1.3965,1.8042,1.186,0.4981,2.0759,4.3136,1.8636,1.9963,0.1431,5.7501,5.1443,0.6321,1.0839,-0.2748,5.3758,3.9936,0.923,0.9719,1.6378,6.0966,4.82,1.0324,-1.6827,0.3594
198407,-7.6603,-5.1987,-5.9219,-2.7553,-2.3822,-5.5924,-5.7235,-2.1487,-3.7337,-3.9407,-4.0197,-3.4162,-2.7675,-2.9737,-2.0325,-3.8001,-4.6395,-2.5444,-5.1623,-1.4469,-0.4299,-2.8757,-1.0923,-2.7693,-1.3321
198408,9.2682,9.1342,7.3437,5.8601,6.6906,16.1207,10.8851,9.8846,9.2829,9.921,15.3318,12.872,10.4035,11.8505,8.7658,12.3884,12.5807,11.7967,10.9683,9.4589,11.2937,10.5801,10.7294,11.7152,9.8997
198409,-2.2678,-0.5697,-0.3384,1.8157,1.6194,-5.2217,0.0363,1.6295,1.1902,2.9914,-4.1975,1.7964,2.1456,1.8918,2.6711,-1.646,-1.2258,0.4723,1.1552,3.1782,-3.8655,-2.0363,-1.0812,0.8651,3.6733
198410,-4.0434,-3.3696,-2.9753,-2.8265,-1.9734,-3.6761,-1.3709,-0.2894,0.4078,0.6314,-2.0292,-0.4702,1.2868,-1.9127,0.3304,-1.1193,-0.1494,0.1296,-0.5863,1.5543,-0.1327,1.947,1.1766,0.0751,0.4863
198411,-6.5705,-4.9584,-2.7199,-3.7683,-3.0405,-5.6791,-2.1788,-0.9715,-0.1653,0.5697,-4.4844,-0.199,1.1595,1.0644,0.4536,-4.0056,-0.9381,-2.0075,0.1414,1.5666,-3.2051,-0.9206,-1.9679,-0.5378,1.3454
198412,-0.8847,-0.9019,-0.2559,-0.6441,0.2946,2.3188,1.8355,1.256,1.9029,1.9982,4.4511,3.3493,0.2385,0.6755,1.8799,3.5078,1.3923,2.2931,1.9327,2.6245,3.6039,2.0871,2.6901,2.4627,1.7091
198501,15.7738,14.4438,12.5406,11.1884,8.7371,16.6183,13.3913,9.9447,10.577,8.1159,14.4441,10.4137,9.5693,9.4813,7.8221,12.8063,13.0858,8.1301,8.0704,6.6839,9.9468,8.5276,7.2892,7.0698,3.29
198502,6.5118,7.4971,5.1541,5.4536,4.8066,2.8024,2.9756,1.9669,1.6864,0.7121,1.4746,0.9951,1.2939,1.1904,-0.8937,2.7844,-0.9919,1.1069,1.9138,0.345,-0.1468,2.6888,2.1802,1.7054,1.169
198503,-1.6106,-2.5854,-2.4711,-1.2212,-0.1428,-5.5651,-3.9793,-1.1836,0.5032,2.7837,-4.408,-1.7637,-2.0968,0.9037,3.1332,-3.5501,-1.6886,0.6354,0.325,3.4363,-0.9629,1.4391,0.843,0.2304,1.5982
198504,-2.7859,-2.2385,-1.4598,0.4992,-0.6504,-3.3134,-2.2965,-1.2839,1.7152,-0.1218,-1.9337,-1.3547,-0.535,2.1514,1.4255,-1.8209,-3.3064,-0.2292,-0.227,0.7752,-2.9318,-2.297,-0.2847,-0.1266,1.6814
198505,0.8663,3.568,1.3142,0.7333,0.4085,3.1248,3.5711,2.5281,5.0558,2.8244,5.2341,4.8074,2.6435,4.3346,3.0575,5.5787,5.8036,4.9507,3.687,6.222,6.8086,7.5554,7.9173,5.5935,4.8493
198506,-1.1996,-0.8096,-0.4263,-0.1379,0.4182,0.296,1.6582,1.2402,1.8792,3.2589,1.765,1.0893,3.1946,1.4632,1.9106,1.6329,0.9981,1.8802,2.5399,0.4783,2.2864,3.0006,1.9059,-0.0422,1.8182
198507,1.4783,2.5376,2.1548,0.8217,2.7546,3.0424,3.4804,4.6675,0.1599,0.3394,1.2141,2.4393,1.2465,0.724,1.6188,-0.4743,0.4909,0.8952,-2.2008,0.4371,-1.3026,-0.9467,-0.553,-1.9565,-3.0195
198508,-1.4549,-0.8565,-0.9157,-0.2428,-0.9104,-2.0294,-1.0388,0.4933,0.0578,-0.2297,-2.6289,-0.9018,-0.3993,-0.636,0.0746,-1.9788,-0.3933,0.8222,-0.557,-0.219,-1.4318,-0.537,-0.8633,-0.6193,0.2982
198509,-8.3856,-5.5108,-5.4591,-4.8113,-4.7336,-7.7175,-6.2904,-3.4763,-4.3429,-5.9123,-7.5264,-4.8835,-3.8419,-3.7522,-3.5705,-5.3241,-4.4594,-4.9721,-6.7278,-5.4872,-4.4694,-2.4159,-2.9443,-5.564,-5.7232
198510,-0.3874,0.5461,1.9292,2.3279,-0.7796,3.8289,3.5334,3.8748,5.5584,2.4248,4.5537,4.2215,4.5587,2.2604,3.171,5.3947,5.1024,4.1013,5.15,5.1365,4.1682,4.5716,6.1675,6.1074,6.2469
198511,3.6495,5.0044,4.2453,3.7806,5.1418,9.6503,6.9175,7.4601,7.3019,6.4557,8.2247,7.2568,5.5692,6.1551,6.6711,8.5132,6.8444,7.5809,5.5471,4.7224,9.2585,7.969,6.9788,4.7067,4.4364
198512,1.4895,3.814,2.8445,2.1489,0.9475,5.5505,4.5218,4.5933,3.7847,0.5749,5.6669,4.2792,2.4641,2.2175,5.3389,3.945,4.6043,2.686,3.9716,4.8849,5.1802,3.1866,4.1485,3.5424,4.1727
198601,5.6603,4.963,3.9018,2.7971,5.7186,1.1419,0.9258,0.7052,0.3779,1.4241,1.8061,2.1814,1.005,1.8408,2.7315,0.7233,0.1466,1.2735,1.9149,3.5742,0.9726,1.6164,4.2453,0.5698,0.8305
198602,5.8064,4.2148,5.891,6.0369,5.6065,7.6175,7.325,6.3176,8.6367,2.2252,6.6301,8.8583,7.8757,6.2966,6.3102,7.5272,9.2309,5.9507,7.1447,7.3715,9.4388,10.0742,9.1594,5.359,7.6272
198603,3.9255,4.8023,5.251,4.3692,5.8382,3.3093,5.1399,6.6369,4.9575,6.7972,4.2408,6.3263,5.1839,5.5158,5.2908,5.408,4.8005,6.1113,3.7126,4.3834,6.2391,6.8565,4.6921,3.5073,3.3609
198604,1.2886,2.7982,1.4411,2.1222,1.7897,1.9791,2.053,-0.3977,1.0526,-1.7208,2.5827,1.3714,0.6107,1.2228,-0.9554,1.7309,0.0139,-1.4249,-2.4948,-5.4909,-0.4377,-1.5579,-2.5564,-3.2698,-4.4672
198605,2.4239,3.4995,3.1517,4.6732,2.721,2.7517,2.9035,4.3005,3.3402,2.7386,4.942,3.8015,5.8629,5.1336,2.3363,5.8903,3.793,5.1104,4.0655,4.3227,7.0596,5.5903,4.0047,4.5234,4.9523
198606,0.4326,-0.7395,-0.9367,2.1248,1.8893,-0.4672,-0.2791,2.1263,0.6867,1.3572,-0.1283,-1.9843,1.2248,0.2921,2.1653,-0.0996,0.8306,-1.0647,2.2819,0.8478,1.3431,1.6686,1.1338,0.5432,2.2506
198607,-9.4494,-8.2912,-7.1585,-6.1658,-7.0797,-11.573,-10.1582,-9.1842,-4.8542,-7.6016,-9.9552,-8.4984,-8.6137,-6.2092,-5.3572,-8.6349,-7.3138,-7.2709,-4.9675,-4.5553,-7.0539,-7.1784,-4.5628,-3.6519,-1.8164
198608,-0.7694,-0.2834,0.92,0.8582,1.8079,2.1691,4.2589,3.5147,5.2696,5.1974,4.143,2.9,5.4351,6.775,8.0787,4.2434,6.6233,6.9254,9.9632,8.8401,3.7501,6.0568,6.8915,9.6239,9.5572
198609,-8.1506,-7.4369,-4.787,-3.252,-3.0236,-8.8929,-6.6502,-4.8747,-2.6384,-5.5066,-8.0733,-8.3015,-4.4133,-4.9526,-5.7214,-8.9872,-6.1121,-7.2957,-7.6125,-6.1393,-11.23,-10.9874,-7.5104,-8.1259,-6.7527
198610,1.8649,1.5119,2.0547,2.409,0.946,6.3189,4.6571,3.7059,2.8817,1.4732,5.7222,2.4958,1.3194,1.924,2.3822,4.9447,6.3609,5.7034,5.8174,3.672,8.0351,7.1028,5.1533,4.9037,7.021
198611,-2.7117,-0.3257,-0.1171,0.3327,-1.0174,0.0193,0.8071,-0.5033,-2.2322,-0.4503,-0.3065,0.4211,-1.6587,1.1903,-0.2123,0.7765,1.4053,1.3992,-2.5481,0.274,1.6196,1.6472,0.9775,1.6445,0.4897
198612,-6.1868,-3.2727,-3.431,-2.5645,-3.2156,-3.2328,-2.9181,-2.9314,-3.5914,0.5128,-2.4492,-2.4659,-4.0976,-2.5005,-1.6369,-4.5679,-3.1275,-2.6892,-2.1418,-3.6733,-2.712,-3.2683,-4.4404,-4.1071,-3.1212
198701,11.5196,10.4989,11.7621,11.3191,11.6607,12.5886,12.2147,11.0434,9.7831,11.149,13.122,12.7332,9.1287,9.5936,9.035,13.8191,13.3936,10.7559,11.5712,10.4355,14.3336,14.9214,11.0811,11.3592,10.9183
198702,10.8858,8.738,6.611,7.0722,7.2688,9.352,8.5308,5.7475,5.8193,5.3202,9.7231,7.2748,4.5472,4.2289,3.9984,7.5173,6.4854,6.465,3.5516,2.3758,8.305,7.2417,5.2192,-0.1292,-1.9052
198703,3.6208,5.1749,3.4277,4.1672,6.3742,-0.0619,3.4257,1.1466,3.1111,3.2554,-0.0026,2.6013,0.7537,1.9916,3.0493,1.4742,0.9872,1.0393,1.2828,-1.2599,0.3819,1.5336,-0.2827,0.8703,2.9792
198704,-2.6317,-1.6346,-1.2988,0.2385,0.6006,-4.4241,-2.4626,-3.1166,-3.9516,-5.0041,-3.3213,-2.3098,-5.0086,-2.9253,-3.5298,-4.021,-3.5049,-2.5365,-2.2687,-1.8905,-3.2027,-2.3334,-3.1313,-1.0619,-3.0507
198705,0.0582,-1.1538,0.5836,0.0436,4.0644,-1.154,-0.1205,0.2009,0.0149,0.7085,0.6689,-0.8473,-0.7333,-0.3217,-0.9498,1.5571,0.6553,-0.6118,-1.027,0.2799,2.2123,-0.7153,-0.9171,0.4534,-0.9282
198706,1.433,2.5965,1.8994,3.2145,3.0531,2.4192,2.9458,3.4331,2.1691,3.6878,2.8218,2.902,4.9703,4.8012,2.615,4.6175,3.1918,4.8628,3.6992,3.2334,5.285,5.8161,5.4576,4.444,4.8271
198707,1.7653,2.355,3.0317,4.0975,6.9918,2.516,2.495,3.5293,3.5107,5.039,2.6097,4.1169,3.4496,3.6303,6.9528,3.7363,4.7022,4.4097,3.947,4.4116,5.9226,2.7651,5.4703,3.3707,1.9354
198708,-0.0948,0.6157,1.0933,2.0007,0.9504,2.9822,3.4471,3.8979,2.287,3.7932,4.237,4.0423,4.4203,3.8652,1.0509,4.8811,3.8393,3.1898,3.3161,1.9646,3.9327,3.5511,3.9816,3.6024,1.5231
198709,-2.437,-0.3728,-0.4811,0.3201,-1.0881,-2.3352,-2.6669,-0.9681,-0.9383,-2.8655,-3.1079,-2.8605,-2.1864,-2.5235,-1.3312,-2.7724,-1.9999,-2.706,-1.9304,0.2475,-3.1082,-3.0571,0.144,-2.9127,-1.8773
198710,-32.7143,-29.7866,-28.041,-27.5726,-26.5449,-33.0526,-31.7763,-28.3977,-24.6565,-28.7887,-30.1475,-29.968,-24.8985,-22.6822,-25.3999,-25.7951,-28.8054,-25.5394,-18.1619,-23.8381,-22.3176,-24.8537,-22.3385,-17.3358,-18.3363
198711,-7.8947,-5.0853,-5.9608,-5.2147,-4.2928,-7.9553,-5.6165,-4.2574,-3.5978,-2.5955,-6.6339,-3.3634,-3.8802,-3.6996,-4.3334,-5.7371,-6.1928,-6.9109,-5.345,-3.3091,-9.9974,-7.8707,-7.4754,-6.1804,-6.9946
198712,-0.0948,1.9722,2.1374,1.4667,1.0753,11.1419,9.1001,7.4611,6.2004,3.9989,13.4561,10.0965,6.9407,4.3167,5.6071,11.6185,10.8914,9.6193,4.0967,2.3858,9.8863,9.6361,9.1587,3.278,5.0721
198801,10.4141,10.2245,7.9545,6.2039,8.5531,2.7819,4.0663,5.8486,4.4966,8.8481,1.4716,3.4758,4.5518,8.0379,7.7147,1.1423,5.4416,4.2331,5.7778,6.8654,3.215,6.0467,6.683,8.0335,7.1031
198802,5.5264,7.2152,6.4329,7.1022,6.0308,8.5652,12.1211,8.6376,7.96,7.8328,9.4193,8.762,6.7815,7.9417,6.0446,9.4571,9.9671,6.3445,5.0084,5.3526,6.0239,6.3693,5.1229,1.2399,0.3328
198803,4.4535,4.6033,5.6092,5.2209,5.0866,2.1785,6.0712,3.3949,3.2193,4.8492,3.2542,1.3365,0.5334,0.3101,-0.3575,-0.8895,1.209,-0.3053,-0.1541,2.7046,-3.9789,-1.484,-4.2062,-3.714,-1.6639
198804,0.7112,1.1347,3.1408,0.5938,2.9848,1.7435,3.9816,2.5325,1.951,1.6322,-0.5058,-0.3912,1.1979,0.5438,1.7153,-0.2997,0.3339,0.9258,-1.6908,0.0719,-0.826,0.302,0.9714,0.5555,0.3023
198805,-3.3796,-2.4309,-0.8592,-2.1339,0.0087,-4.9412,-2.158,-3.1123,-2.0592,-2.639,-1.6798,-2.5415,-1.6586,0.7751,0.5048,-1.2225,-1.1255,-1.3341,2.2408,0.0753,-1.0916,-0.591,-0.8945,2.4294,2.5026
198806,4.4291,5.3043,5.3509,4.7668,3.7083,7.413,10.9239,7.2337,5.737,7.6855,7.1356,7.508,5.5604,5.7165,6.0886,7.4021,6.7449,7.3186,4.2545,10.4752,5.5105,4.7102,6.1574,3.5581,3.9553
198807,0.1539,1.0495,-0.0829,0.9924,-0.0744,-2.2179,-2.1707,-0.3644,0.6687,0.3236,-4.22,-1.6877,-1.3007,-0.3481,-0.291,-3.7893,-3.5419,-0.2746,-1.9684,0.193,-1.6868,-2.7262,-0.8101,-0.312,-0.6107
198808,-3.4158,-2.2762,-1.949,-1.1075,-1.4204,-4.1029,-4.5167,-2.0528,-1.3019,-2.2774,-4.6219,-2.7078,-2.5867,-0.444,-1.351,-4.1523,-3.3503,-1.0999,-0.4938,1.36,-3.202,-4.0286,-2.8535,-1.2155,-2.4414
198809,1.4435,1.8604,1.6264,1.4636,2.3128,3.3363,2.6669,2.5352,2.7445,2.7202,3.5737,2.4157,2.6115,1.3094,3.7613,4.4377,0.8692,4.3616,1.9415,4.3266,5.015,5.7512,3.7754,3.4263,4.8394
198810,-4.1022,-1.9691,-1.2248,-2.1653,-1.2071,-2.5323,-0.5111,0.1658,-0.0871,-1.3175,-1.798,0.1211,1.0419,0.9266,2.2223,-1.8141,0.6396,0.4185,0.9433,2.5532,1.3836,1.8002,1.9686,1.5639,2.4032
198811,-5.9773,-5.5455,-3.7653,-4.042,-4.2889,-4.569,-3.3681,-2.8737,-3.9767,-1.6058,-3.4658,-2.2864,-4.042,-0.685,-1.5625,-1.899,-2.8867,-4.1175,-2.4672,-1.8162,-2.8795,-3.0384,-2.8288,-2.0988,-0.9847
198812,0.7518,2.3351,2.3197,4.7833,1.326,5.0438,4.7859,3.8853,4.4343,3.6041,4.6841,3.6367,3.2917,1.9969,2.5824,2.9712,3.077,1.2238,1.6533,-0.6304,2.9018,2.4236,1.5837,-0.0933,-0.1375
198901,6.7155,10.0765,5.442,4.6224,8.0634,3.7284,5.2522,4.4813,4.0674,6.5256,4.1227,4.8378,4.8067,4.1162,5.0869,5.0247,5.6443,5.5194,5.7161,7.2976,7.7008,5.6341,5.3367,5.8265,7.7493
198902,0.4111,1.6444,1.3441,0.7595,0.2877,1.1827,1.769,1.0221,0.1957,1.3516,-0.1328,0.1115,-0.0514,0.679,-0.3336,-0.25,-0.3956,-1.16,-0.1762,0.4692,-3.2833,-2.1801,-2.0984,-1.2462,-2.3781
198903,0.0461,2.6206,3.6241,2.2439,2.4677,1.744,1.7764,1.8758,1.4415,2.885,2.086,1.0588,1.102,2.3645,1.9371,-1.1963,1.0433,2.6776,0.6634,2.2591,2.7166,1.4519,3.5878,2.4372,1.2083
198904,1.7517,3.8355,2.9724,2.6704,3.3986,3.7785,5.2486,4.1652,2.6508,5.3593,5.4138,5.2442,4.523,3.964,3.0539,6.5114,5.1492,4.2429,4.6666,4.0923,5.834,4.673,4.9362,3.8045,3.854
198905,1.5376,3.4036,1.7239,2.5709,4.3848,4.1358,3.406,3.7229,2.9638,3.0981,5.0264,3.8606,2.7975,3.7006,3.428,4.8971,2.6853,2.8028,4.3474,5.6161,4.14,3.875,4.9559,3.4699,3.2427
198906,-3.2524,-1.8922,-2.0295,1.2407,0.3271,-4.6261,-2.5459,-1.5906,-0.9674,-1.9318,-3.4441,-1.1006,-2.0261,0.2609,2.3664,-2.4961,-1.9676,0.0496,1.433,2.5149,-0.1137,-1.12,-1.8415,-0.3705,0.6508
198907,0.9328,3.666,2.2964,2.5221,0.4807,5.4882,5.2984,3.0178,3.6311,3.3956,4.4896,5.1151,3.6038,4.6401,3.711,7.3958,8.8127,4.8021,5.2154,5.8872,10.5406,9.7514,7.1491,7.2637,6.9528
198908,1.1835,-0.3011,0.8183,1.715,1.2013,3.8758,2.8341,2.9888,2.8712,2.0253,2.5383,2.3617,4.6152,3.0348,1.7634,3.9276,3.7623,2.9335,3.2611,1.4505,0.5412,3.0325,3.3815,1.6295,1.755
198909,1.0542,-0.0777,-0.7229,1.1221,0.3645,1.6437,-0.3609,0.6146,0.2565,-1.4587,1.0878,-1.3622,-2.0109,-0.8136,-1.5591,0.2941,-2.7583,-3.5313,-1.4834,-0.0107,0.8391,-1.3952,-0.7481,0.1821,-0.6519
198910,-3.5851,-6.2,-4.8723,-4.2694,-5.4015,-5.2773,-7.5784,-5.2121,-6.2641,-7.7363,-4.4781,-6.2852,-6.1067,-5.3886,-5.3339,-2.882,-3.4788,-8.3223,-3.0947,-4.9918,-1.3124,-4.1819,-5.5311,-3.873,-1.2433
198911,-2.4675,-1.4558,-0.9216,-1.37,-3.7098,0.2034,1.4798,0.1432,0.8885,-1.5778,1.6812,1.2217,-0.36,0.1617,1.5278,1.4741,2.3804,-0.4357,-0.3755,-0.5324,1.1081,2.0571,1.3964,-0.1201,0.3608
198912,-2.8042,-1.3451,-1.9932,-1.5319,-2.3004,0.5801,-0.9302,0.8921,-0.0372,-0.6182,0.2194,0.1258,-1.6149,1.0203,-1.0795,2.3054,1.9379,0.6546,0.9161,3.5151,0.6734,0.8751,2.7812,2.387,1.1251
199001,-5.2727,-5.7493,-2.9388,-4.1843,-3.2674,-9.3562,-9.5774,-7.0263,-8.7712,-9.1122,-10.3155,-9.73,-7.7719,-7.7141,-8.4525,-7.0402,-5.9493,-8.1446,-9.1963,-10.8523,-7.5071,-6.6847,-7.3106,-8.0281,-7.3071
199002,1.5084,1.1874,1.63,2.5344,1.9394,3.4729,3.6734,2.3541,3.8471,1.9945,3.5978,4.1439,1.2234,1.215,2.4367,1.3441,1.3264,1.3089,0.7585,3.8566,0.1031,1.1607,2.2802,1.1369,0.7003
199003,3.4115,3.4624,2.7906,3.6417,1.7728,4.7626,4.065,5.2043,2.9788,2.3482,5.3475,2.0714,2.9905,1.4423,0.1681,3.7764,3.8012,1.7096,1.7608,-0.9521,3.3354,3.813,0.2256,-0.8738,0.0238
199004,-0.2765,-1.7349,-1.1256,-1.8873,-2.7811,-3.5722,-4.3173,-2.1766,-3.2479,-7.1386,-2.8509,-2.4121,-3.64,-5.748,-6.2529,-4.2458,-4.461,-6.5652,-6.1187,-6.4157,-1.5173,-2.2584,-4.7144,-5.0377,-5.3144
199005,6.3046,4.7465,3.7213,4.297,1.0901,9.7535,7.6709,4.9758,4.1059,3.2608,8.2763,7.7122,6.9096,4.0706,5.2976,11.1674,8.2407,9.4547,6.5921,7.9328,11.3407,10.6768,7.7078,6.2581,7.3058
199006,2.0854,2.8487,2.3885,-0.0394,-0.2121,-0.0656,1.0092,-0.4037,-0.4272,-1.595,1.5214,1.206,-1.1093,-1.9437,0.2582,-0.4772,-1.9509,-2.2636,-2.4987,0.1124,1.6174,-2.1464,-3.5936,-3.3889,-0.638
199007,-3.0115,-4.7218,-3.4576,-1.8794,-2.1561,-5.0935,-4.2174,-4.7428,-2.4129,-4.9188,-4.3873,-1.9517,-3.7763,-4.7539,-5.606,-1.7728,-1.8223,-3.5914,-2.4322,-2.5171,-2.1741,-1.8137,-0.4909,-1.0444,-3.3125
199008,-15.3261,-13.405,-10.4077,-10.2116,-9.9283,-15.1316,-13.9173,-13.0459,-10.8532,-11.6231,-14.2721,-14.1665,-12.5936,-9.5884,-11.263,-10.2332,-12.3093,-11.3854,-9.5558,-10.5295,-9.2052,-10.469,-8.243,-10.7901,-9.9149
199009,-9.2542,-7.8555,-6.4689,-7.6752,-6.6069,-11.2519,-9.6996,-9.4506,-7.9747,-8.4008,-10.8442,-7.8845,-8.548,-9.0115,-9.803,-5.7566,-8.0674,-9.9185,-7.2514,-7.5562,-6.3622,-5.3308,-6.2347,-7.1989,-7.2185
199010,-7.1826,-6.0188,-6.0183,-5.5686,-6.6896,-6.3586,-5.0485,-5.2943,-4.7246,-8.9766,-5.6022,-5.4315,-6.0577,-4.3603,-8.5605,-1.0763,-2.9619,-7.5715,-3.2193,-2.9282,-0.9198,-2.4629,-2.3997,-1.9764,-1.3267
199011,1.3221,2.758,3.7186,0.4361,-0.0831,13.2591,6.1865,7.6015,6.8323,5.0824,12.305,9.3391,8.067,7.9373,9.9563,9.0519,9.3413,11.0439,9.7121,7.4227,8.835,10.161,8.8125,8.1713,6.0983
199012,-2.291,-1.8006,-2.2159,-0.2962,-3.0346,3.0552,5.0616,4.0012,4.0183,2.3877,5.7022,4.9827,3.8095,3.4086,3.2284,4.514,4.346,4.3354,3.5916,3.6885,3.6343,4.0651,3.2934,2.5581,2.6696
199101,8.186,8.4526,10.6702,10.5121,12.5643,12.1483,6.8476,8.5063,6.8722,9.4433,9.7635,10.2641,7.6788,8.1422,4.3537,7.8029,5.3057,9.9494,3.7026,6.3264,6.5453,7.004,4.0463,6.7507,3.6766
199102,18.1008,13.817,13.8799,12.8279,14.0726,12.6111,11.1027,12.4532,9.8351,16.6717,10.0987,11.3716,8.589,9.0679,11.7705,9.4344,9.4177,9.8477,9.1025,6.2342,7.3155,6.4518,5.6544,6.9976,7.24
199103,10.3234,12.9289,8.5473,8.6743,9.5927,7.8917,5.2755,5.6494,6.0201,6.3867,6.7135,3.1042,1.7522,4.5628,5.9081,4.4136,3.1547,2.6214,3.9021,3.3027,3.5547,2.121,0.8713,1.0592,2.6772
199104,6.4122,5.0847,6.1706,1.9692,3.8859,-1.2763,-0.132,0.7053,1.8545,0.3515,-1.5779,-0.6908,2.5164,2.5617,0.3747,-0.7937,0.0812,3.9176,1.9557,-1.0214,0.9605,0.1924,0.4319,0.7795,0.4407
199105,2.3482,3.0847,3.6545,1.385,3.0281,3.9672,2.5781,5.1227,3.1055,2.3641,1.9803,6.0472,4.4919,4.7319,-1.894,5.918,2.5394,6.3409,3.3222,4.8091,4.0756,4.3649,3.6994,3.9587,4.3108
199106,-4.9441,-2.6226,-1.7006,-3.1906,-2.8848,-4.8661,-5.2186,-3.6777,-2.8576,-5.0549,-4.3298,-5.1506,-3.8368,-1.985,-6.1418,-5.1092,-4.7501,-6.1679,-3.4714,-3.2026,-4.9685,-6.9455,-4.8806,-5.5897,-5.0881
199107,2.5177,4.7777,1.7559,2.8873,3.5763,4.2398,2.9845,3.4923,2.7867,2.2508,6.1683,4.0449,3.5161,2.5673,6.6634,6.0365,3.7288,2.3408,4.3051,5.4895,5.2331,3.6821,4.6595,5.5424,0.4608
199108,3.3566,1.9888,4.2047,2.7225,3.6349,3.7439,2.8945,3.1678,2.934,2.5666,5.2378,4.0552,1.926,3.7657,6.1367,1.3923,2.0678,2.3111,3.0071,2.5629,3.6213,0.7419,2.5248,1.5536,4.1865
199109,2.7241,4.2952,0.9009,0.2749,-0.1861,0.9619,0.1929,1.8517,1.0016,-2.6258,-0.2272,-0.873,-0.6552,0.5659,-2.514,-0.503,-1.8903,-0.963,-0.6128,-1.491,-2.0579,-2.407,-0.5549,0.0602,-3.0112
199110,5.2662,2.8261,1.5699,2.3755,1.9367,2.0443,1.4955,2.1947,0.8504,0.7086,1.8176,1.5197,0.8705,2.8939,4.5423,1.8627,0.3754,1.6884,2.8424,2.7457,0.9521,0.6913,1.4498,3.382,4.6143
199111,-0.0984,-0.8861,-2.3139,-2.3603,-1.4328,-4.7153,-4.5173,-1.9542,-5.6462,-6.6391,-3.9283,-4.3676,-4.3535,-5.1396,-6.3008,-2.7466,-5.2864,-4.1593,-3.3617,-5.4581,-2.3781,-6.8493,-6.1293,-3.6368,-8.375
199112,1.2434,0.5993,2.5785,0.6916,1.2994,9.7158,6.673,4.653,5.4775,7.6745,13.1855,9.9434,7.3099,8.8438,11.4972,11.9114,8.9246,8.3275,8.1609,10.4552,13.5955,10.4914,8.5491,8.5064,12.9132
