,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
197502,7.6878,5.8212,3.9109,3.7536,5.5672,11.8271,6.006,1.1293,2.3401,1.0335,6.7388,3.2227,2.863,4.6841,3.3761,6.8417,2.3012,1.8195,2.8716,1.9696,8.5405,1.7676,1.7071,2.4647,-0.1396
197503,10.898,12.1951,11.1291,9.329,12.0251,7.1759,7.0625,7.3937,6.4919,8.0449,7.4064,6.841,3.59,6.9088,6.1489,6.3662,6.5818,4.5681,5.0593,4.9077,4.3551,2.2516,0.9097,3.6575,3.9582
197504,6.5077,6.3806,3.2423,2.7169,1.9048,6.0393,3.4682,2.0577,1.0348,2.4454,6.3714,4.6204,4.5495,2.2591,1.9335,6.7909,2.5165,2.4011,5.1341,4.4175,6.1371,2.9148,2.321,4.5177,8.4801
197505,12.2321,9.9531,8.257,8.0471,7.4368,10.8269,7.5185,6.0777,7.1978,6.6562,6.068,6.475,4.2728,7.8616,2.1506,7.9893,5.2314,4.6,4.2827,8.6544,5.2855,7.7235,4.2089,0.6217,1.0102
197506,7.7422,8.796,8.2777,8.9303,8.9672,10.6727,6.4346,7.8186,8.2822,3.855,5.3269,5.5377,6.5361,5.9019,4.4916,4.9632,7.4173,6.1224,9.2527,7.802,5.3059,6.532,7.2501,7.086,5.6495
197507,-0.5072,0.7484,-0.1512,2.2589,1.8274,-3.7619,-3.6379,-2.7324,-3.4939,-4.6278,-4.913,-3.4525,-4.2396,-3.9928,-6.1104,-7.1033,-5.9416,-4.7004,-4.75,-6.7469,-7.4048,-5.8452,-5.19,-6.965,-0.9143
197508,-6.2993,-6.4625,-4.9223,-5.4085,-6.6151,-4.8123,-4.8946,-5.507,-4.7823,-8.3063,-3.5706,-4.0527,-3.9702,-4.8544,-5.5635,-4.9558,-4.2917,-3.68,-2.4877,-1.0786,-2.7989,-2.6983,-2.3721,0.355,-4.8168
197509,-6.1362,-2.9941,-3.3895,-3.0571,-3.8248,-3.405,-3.9925,-3.917,-3.8122,-5.3526,-5.1979,-3.5802,-4.331,-4.3419,-3.8628,-4.3562,-3.8919,-4.2084,-4.3107,-4.9873,-5.0687,-2.9721,-3.5746,-3.7215,-5.8563
197510,0.2959,0.3865,1.573,0.6503,-0.1932,1.7497,4.079,1.1964,3.3781,4.1418,1.4751,2.9723,3.3684,4.5591,0.4164,5.7363,5.1044,6.571,4.5923,6.1739,6.1462,4.7401,5.1256,6.646,3.496
197511,0.6058,0.8387,0.557,1.292,2.3453,0.4964,2.7563,1.6293,3.8201,3.1093,0.9532,2.6853,3.7843,3.4615,0.5839,2.3886,3.4973,3.1175,6.5095,5.7475,2.1412,2.3624,4.3622,1.5414,3.5332
197512,-0.7526,-0.9603,-1.4383,-0.7104,-0.5598,-2.4905,-1.373,-0.0081,-1.1549,-2.3698,-1.1006,-1.1013,0.1306,-0.8049,3.5558,-2.0322,0.4918,-0.2187,-0.8763,-1.3531,-2.2224,-0.3288,0.0961,-0.2631,4.6302
197601,15.102,18.1684,21.7336,21.851,26.091,13.828,16.7213,17.7043,21.9598,27.044,16.1874,15.2191,17.1969,18.5455,22.6747,12.3819,13.806,16.2918,18.2881,23.2418,10.7146,12.9254,13.6199,16.2597,15.9503
197602,9.1336,10.5484,12.6698,15.4539,21.1458,8.5599,5.881,6.9151,7.8439,11.7209,4.2597,3.4074,4.7868,7.0108,12.9762,1.1392,2.7475,3.2424,4.8947,5.0123,-2.0997,1.3322,-0.321,-1.9491,9.0009
197603,3.8326,1.7804,2.4764,2.1327,2.0662,0.5429,0.5541,-0.1189,1.1899,2.5735,0.6446,0.5615,1.3448,1.8624,1.5221,0.7949,1.7532,0.5642,1.9167,5.9353,1.3899,1.8622,1.282,2.3924,-2.2436
197604,0.5096,-1.1587,-2.7189,-0.5443,-0.8026,-1.1677,-1.4516,-1.0026,-1.0919,-1.9543,-1.1409,0.0416,-0.9173,-1.3563,-0.4533,-1.742,-1.722,-0.5671,-2.2465,-4.0595,-1.8196,-1.0342,0.5173,-0.5982,0.9428
197605,-1.6791,-2.5762,-1.9607,-2.5542,-4.4843,-0.9845,-2.001,-0.845,-2.8513,-4.134,-1.1593,-1.8713,-2.1785,-2.0228,-3.6919,-2.1963,-1.7777,-1.3293,-3.5381,0.9461,-0.9988,-0.775,-2.0191,-1.8614,2.0019
197606,2.8948,1.7743,1.9234,2.5026,1.0291,2.1295,2.4902,3.0376,2.6892,5.9787,3.9396,4.3387,5.9833,4.2878,7.125,3.6789,4.5004,6.3221,6.8193,4.2827,4.8256,5.2106,5.6609,5.9495,3.3391
197607,-0.1408,-1.3932,0.3625,-0.0795,0.6732,-1.1227,-0.2753,2.2934,0.0768,1.0708,-1.9977,-0.2751,0.4406,0.503,-0.177,-1.8835,0.1208,0.485,0.9077,1.3516,-1.633,-0.0002,-0.8025,0.4234,1.7713
197608,-4.9555,-1.8255,-1.5513,-1.7858,-2.0345,-4.9431,-2.5575,-3.32,-1.5932,-2.0359,-3.1994,-1.8382,-1.417,-1.0854,-3.9081,-2.9708,-0.3208,0.5842,-1.3277,0.5726,-1.3442,-0.7608,0.6959,-1.4196,0.571
197609,0.3391,0.8291,-0.1171,1.5836,0.5572,3.1957,3.8684,2.1733,2.8721,1.5552,3.2475,2.2942,2.3203,2.4518,0.8544,2.1522,1.9372,2.0628,2.4473,1.1816,1.6437,2.4836,3.1881,2.6997,-0.5699
197610,-2.6821,-1.9434,-2.7017,-2.9988,-2.5527,-2.8535,-3.5642,-2.6818,-1.6061,-1.2675,-3.2388,-0.8009,-1.6361,-1.382,-3.9511,-2.8123,-2.2048,-1.5919,-2.1125,-3.3549,-3.1818,-2.4433,-2.0528,-4.2345,-4.763
197611,3.8665,1.7826,0.5408,2.4291,1.2032,2.7208,3.138,2.8143,3.2746,5.146,3.4978,2.6793,2.6291,3.8013,5.7643,3.8316,3.1637,2.8473,1.3939,1.0642,-1.329,0.4458,2.1225,2.1208,3.9203
197612,12.827,9.4394,10.6546,11.0981,11.0419,10.3302,9.5238,9.1348,9.7144,11.5146,6.5686,10.0163,8.2333,8.4974,8.4679,6.4868,6.7193,7.3974,9.1949,9.4397,4.8986,7.0755,6.3864,7.6446,7.4069
197701,5.9016,6.2028,4.0851,5.7379,6.7886,-0.7932,2.2469,-0.2929,2.1081,3.3098,-2.7343,-0.2054,0.8223,0.8301,-0.1312,-4.7985,-2.5711,-2.4495,-0.2968,1.2049,-8.3306,-3.2892,-2.2237,-4.1849,-1.0598
197702,1.4316,0.3384,-0.1634,-0.2416,1.5981,-2.0894,-1.7807,-0.9672,-0.1185,-1.6377,-3.7082,-1.5536,-2.7425,0.0353,-3.5292,-3.1903,-2.1438,-2.4875,-2.1894,-2.9557,-2.0214,-3.9313,-2.6093,-2.2134,-1.335
197703,2.1513,-0.1081,1.5236,1.3331,1.4486,-0.3359,-0.1865,0.7798,-0.7491,-0.101,0.2858,0.9373,-0.6006,0.1529,-0.315,-1.883,0.0674,0.2652,0.1552,3.8235,-1.2615,-1.4194,-0.8872,-0.4281,0.5477
197704,2.4216,0.2743,0.7056,2.732,1.9729,1.0762,1.0463,1.1547,1.9307,2.609,-0.0397,0.9047,1.7526,2.0585,1.9515,-0.5564,1.7541,2.2608,2.3736,2.2487,-1.2252,1.9229,1.3586,4.3396,5.7335
197705,-0.7608,-0.1901,-0.1133,0.6267,1.3368,0.0412,-1.6853,-1.0968,0.3052,-2.2122,-1.2266,-0.5169,0.4178,0.3905,-0.7017,-1.3192,-1.2426,-0.7133,-2.1008,-1.7282,-2.032,-2.0472,-0.3317,-1.4386,-4.0366
197706,4.9824,5.4202,6.6206,4.978,5.4249,7.4576,5.7485,5.4851,4.8279,7.9618,8.0987,5.8405,5.7421,4.1389,5.0161,5.7877,4.6007,4.278,4.2733,5.683,5.5884,3.6267,3.5975,3.8243,1.2672
197707,1.9222,1.5911,1.6403,0.9947,2.4533,-1.4555,-0.1602,-1.0475,0.5026,0.2104,-0.0907,-0.2741,-1.4137,-1.4291,-0.7116,-1.0837,-3.0854,-1.0184,-1.2299,-3.7903,-1.6456,-2.5743,-1.469,-1.0315,-5.0915
197708,0.6989,-0.4526,-0.2906,-0.8187,-1.3542,-0.0012,-1.4323,-1.8831,-1.2757,-1.7418,1.3216,-1.3019,-1.2685,-1.4188,-1.8504,-1.6185,-1.9723,-2.7981,-2.8887,-4.1488,-0.0304,-3.3615,-3.9184,-4.9054,-4.9406
197709,2.4078,1.126,1.9265,1.1499,1.267,1.1421,0.5664,1.5961,-0.3719,-1.1976,1.5118,1.1949,1.2552,0.008,0.3615,0.4727,-0.1048,0.0809,-0.1878,-1.9106,-0.8265,-0.9066,-0.5884,-0.7877,-0.8813
197710,-3.661,-2.1882,-2.2066,-1.7525,-1.9112,-5.139,-2.6639,-4.1999,-0.1248,-1.5944,-3.8851,-1.9658,-2.8416,-2.8578,-2.9278,-3.8909,-3.2588,-2.9733,-4.1446,-4.6104,-4.8824,-4.7898,-4.1567,-3.5017,-4.1519
197711,8.9397,7.0385,6.9556,6.0515,7.6455,8.2252,8.6055,8.5759,6.8122,7.772,6.5709,7.0984,5.1785,5.6136,8.563,6.5467,5.6413,5.4976,6.5153,6.0132,4.129,3.8406,3.2209,2.5444,3.9895
197712,3.7709,2.3925,2.7608,2.5106,1.9493,2.8132,1.7028,0.2495,0.1312,0.9698,1.2177,0.1807,0.9445,0.918,0.6227,0.3387,0.7258,-0.1021,-0.5762,-1.557,-0.2291,0.0889,0.2653,-0.2362,0.7175
197801,0.1477,-1.9133,-0.9628,1.06,1.2886,-5.0698,-5.8456,-2.3088,-1.9985,-1.9739,-6.6015,-5.3158,-3.2839,-3.4573,-1.0005,-6.2064,-6.0882,-5.8741,-4.1283,-1.6222,-6.5838,-7.2158,-5.6548,-5.0882,-3.0281
197802,2.9563,3.0952,3.8298,3.7759,3.8163,1.473,0.7997,0.3136,1.354,0.2658,0.6607,1.3617,0.6737,0.5041,0.7322,-1.0284,-0.8432,-1.1988,0.3382,-2.902,-3.0961,-2.2202,-1.4532,-2.0442,-4.7298
197803,8.0468,8.0308,7.0028,6.8307,7.8259,5.9275,6.1097,7.2584,5.8074,7.1756,4.5147,5.4307,4.0262,4.4068,7.4328,5.1749,4.61,4.2639,4.3945,4.3597,2.7679,4.5512,3.5175,2.8484,3.3701
197804,10.2782,8.4918,8.0852,7.4216,8.6724,9.5457,7.5547,7.817,6.5921,6.7969,9.1286,8.4904,6.8869,4.6308,6.1702,8.3524,6.9693,5.0941,5.5985,8.5743,10.9077,9.03,5.5867,5.4972,5.7233
197805,8.8389,7.1436,9.9002,8.9013,8.7002,6.9626,7.171,4.6341,3.7389,4.7299,6.0192,4.7653,4.2689,1.6328,3.2668,4.0179,3.5922,0.9378,1.8015,2.8504,2.5425,1.3286,0.9393,1.1533,1.5108
197806,0.7211,2.3591,1.4352,0.1893,1.7164,-1.8276,-2.7584,0.0278,2.0744,-0.5762,-1.3004,-1.3791,-0.1142,0.2122,0.1433,-1.3159,-0.7451,-0.4565,-0.5991,-1.0562,-1.1535,-2.3239,-2.5026,-1.1363,-1.8167
197807,6.0599,5.6818,5.7336,4.3488,3.9854,7.7256,5.4039,4.7372,5.8708,6.6837,6.6309,4.8136,4.0732,4.0888,3.9425,5.7895,5.5422,6.2083,5.6302,10.1427,6.5865,4.8565,4.6298,4.6346,5.2791
197808,11.9305,10.5649,11.2972,9.9533,11.3251,9.1798,6.9212,8.4926,6.4412,8.9616,7.468,7.7048,6.5839,4.4795,9.3088,6.8627,5.5138,3.573,3.8874,2.4561,2.5564,2.7134,3.3503,2.4095,0.6837
197809,0.6394,0.356,-1.1136,0.4838,2.3186,-1.4261,-1.0053,-2.0522,0.203,-1.7839,-3.0614,-0.7998,-1.6641,-0.5153,-1.1408,-2.7613,-2.3918,-0.185,-0.6311,-1.35,-2.5985,-1.0001,-0.72,-1.0911,0.2514
197810,-24.443,-21.9446,-21.0311,-18.509,-19.9733,-24.9233,-18.9517,-19.1705,-14.7465,-18.5936,-19.4371,-17.9485,-14.3567,-14.9756,-19.7045,-15.9786,-13.322,-13.6103,-12.2893,-15.3831,-10.8311,-10.771,-9.3865,-10.4533,-12.9227
197811,6.3231,5.5611,4.8971,3.6562,2.672,11.5105,5.8752,4.4116,2.4931,6.3266,7.4079,5.1484,3.7323,2.8668,2.9101,4.4543,2.0564,2.937,1.4936,2.4552,1.9502,3.071,2.2662,2.1633,2.0958
197812,2.2941,1.7644,2.4487,0.9885,-0.7921,2.7294,2.5968,0.9003,1.2179,0.9779,2.1803,1.4778,-0.4844,1.2265,2.8303,0.7563,1.3851,0.7687,0.2464,-0.3856,1.6004,0.8332,-0.5735,-0.235,-1.4816
197901,10.791,10.5741,9.7729,10.5433,12.2921,8.9949,8.2405,8.6681,8.0863,10.7165,7.379,6.9978,7.7535,6.8522,9.8597,5.3814,5.5045,6.1826,8.1874,6.084,2.3391,5.262,5.1337,5.3488,8.8444
197902,-2.198,-3.1795,-1.948,-2.2904,-1.1336,-3.0286,-3.6529,-3.5651,-3.5477,-2.4431,-5.0839,-2.6296,-3.0051,-2.1422,-1.4046,-4.4696,-3.9695,-3.7915,-4.1548,-4.9448,-4.746,-3.5076,-3.7323,-2.9193,-4.2567
197903,11.5463,8.135,8.5204,6.7194,7.124,12.4002,8.1393,8.9716,6.5104,8.3408,10.2802,8.4771,6.5793,8.7983,12.7392,6.8777,7.5537,6.6487,7.1446,9.5744,5.5535,5.6345,5.4622,6.3354,6.5266
197904,3.1958,2.8867,2.3608,4.079,3.4607,0.8111,2.6028,1.9891,2.6772,2.4283,1.159,0.9903,2.0158,1.3659,3.7247,1.2673,1.039,1.2297,1.0267,1.1302,0.3463,-0.1885,-1.1576,-0.5562,-2.2322
197905,-2.0433,-0.8612,-1.6777,-0.388,-0.4887,-2.2787,-2.1432,-0.7602,-1.0914,-1.7482,-3.9424,-3.1904,-1.3249,-0.3991,-1.8288,-0.874,-2.2608,-2.153,-1.75,-0.965,-2.423,-1.9469,-0.6904,-0.8854,-1.6587
197906,7.2019,5.57,4.0776,4.0175,4.3605,7.2338,5.085,4.5118,4.6994,6.9985,3.254,4.0346,5.7161,5.8507,4.9503,4.5484,6.3396,6.1356,6.9359,5.5487,4.7881,5.5424,4.747,5.8411,3.1221
197907,1.6689,2.1735,2.0742,1.9963,1.8997,1.9913,2.1548,3.427,4.4495,3.1109,2.9601,3.8238,4.0274,2.1339,4.8162,1.3468,3.6014,2.8119,2.0913,2.9869,1.0941,1.9117,2.7861,1.0775,3.441
197908,9.337,7.989,6.4515,7.1141,6.8511,8.6764,8.6145,6.6557,5.7317,6.6329,9.1307,7.3656,5.7693,4.8588,6.4647,8.3739,5.2526,6.4598,4.5475,6.8168,7.1446,7.0117,3.8197,3.8997,3.3218
197909,-0.1605,-0.4355,-0.7584,-0.083,-0.3201,0.382,-0.2978,-2.4342,-1.9193,-1.9813,1.2395,-0.6139,-1.4602,-3.2427,-1.4538,-0.2742,-0.3781,-0.1965,-1.9479,-2.4627,-0.3631,0.0782,-0.3792,-0.4514,-1.0223
197910,-10.5861,-10.0309,-9.8547,-9.5051,-9.3648,-9.452,-11.2074,-12.2679,-11.9945,-12.6709,-8.4464,-8.9282,-10.6604,-8.0352,-12.715,-8.2335,-7.9335,-8.4584,-10.4677,-10.8074,-6.4032,-7.9187,-7.7209,-8.4757,-8.9619
197911,9.0698,7.4941,4.6733,4.3943,3.6771,10.666,7.1446,6.1092,6.6371,7.1388,11.6301,6.5612,5.8615,6.168,4.9466,9.061,6.884,7.0917,5.3631,4.7746,5.4064,6.2003,6.0774,5.2636,1.9593
197912,11.9211,7.9823,5.4525,6.5765,5.393,8.1663,5.8466,5.3035,2.7535,3.6512,5.3962,2.6504,2.387,1.0014,7.4568,4.3515,3.4341,1.3897,1.8082,2.6062,2.3316,5.018,1.5441,0.7073,2.5785
198001,15.3442,10.8883,9.9765,10.8512,12.124,6.8758,7.5188,6.168,4.0045,8.316,4.8288,5.9053,6.768,4.2924,8.1147,6.9183,5.6474,5.1919,1.3566,6.3353,2.6857,5.6162,5.1188,3.7424,8.8288
198002,1.6818,-1.0426,-0.945,-0.5778,-1.0157,-1.7101,-1.6098,-2.8012,-6.049,-2.3346,-2.1731,-4.1841,-5.1663,-5.0468,-3.5746,-3.4404,-2.8323,-4.1186,-5.7228,-3.0704,-5.0609,-3.2974,-3.0884,-3.1284,-3.0576
198003,-21.6907,-17.8719,-16.8611,-15.5364,-15.9644,-19.6865,-16.3723,-16.8732,-14.1139,-16.9275,-15.0727,-15.5205,-15.975,-11.8873,-18.4018,-11.5725,-13.8206,-11.6839,-11.0857,-14.6388,-6.0134,-9.9447,-8.5271,-9.0037,-10.9755
198004,5.1795,5.149,5.0873,3.989,3.3259,6.2051,4.7745,6.4005,7.5023,3.7152,6.2839,6.1806,7.8255,8.0488,5.738,4.387,6.0636,7.2302,8.3737,7.3023,4.5665,3.4354,5.1307,7.5478,2.9788
198005,6.8203,6.1576,6.7304,6.1108,6.3253,8.6809,9.6034,7.3109,7.1974,9.3329,7.6059,7.3659,8.4661,7.5989,8.4973,7.6799,7.0821,9.4814,6.5213,8.6005,5.6157,5.9688,5.9385,4.1791,5.7695
198006,4.7669,3.4252,3.2643,3.6597,3.7471,4.2646,5.8207,3.4427,4.5911,1.9723,4.4519,5.5736,3.4297,4.5444,2.1469,4.8532,3.3498,3.7693,2.4249,3.9791,1.4409,3.3259,2.5453,3.0178,0.9872
198007,11.2945,12.2816,9.734,8.1674,7.7644,14.445,11.1467,9.7613,7.1994,7.199,12.7663,8.499,9.0876,5.3461,6.4005,11.2656,10.0749,7.83,2.3797,4.7969,12.1707,7.8285,4.4284,4.1384,5.1218
198008,11.7023,10.2199,7.2207,7.5943,6.2739,8.2512,7.2566,3.615,2.8019,2.7087,6.6883,5.8975,1.4588,1.0635,0.5956,4.4069,2.196,2.7708,-0.1558,-0.1431,3.0105,0.9967,1.1761,-0.0537,-1.1668
198009,8.4922,5.1919,3.9531,3.5404,4.8415,4.5419,3.5854,3.2829,0.3084,0.7063,5.5957,2.5342,2.4887,0.5596,-1.2644,5.1565,3.7617,1.2196,0.0251,-0.2622,4.3351,5.1064,2.5009,-0.8579,-0.6067
198010,8.3891,5.8276,3.7883,4.0598,2.559,6.9446,1.8331,1.0997,2.5004,0.1581,2.1691,2.2644,2.564,1.1722,1.7285,1.8018,2.2926,-0.86,-2.2191,-0.7543,0.7505,0.9189,2.3958,-1.0033,0.8968
198011,14.8053,5.9549,4.9898,0.6286,1.5994,12.8054,6.1725,3.9435,4.3443,2.383,10.3014,6.5429,2.2707,1.2352,0.3041,11.8286,13.6239,4.2369,1.9256,0.2611,11.9375,10.0367,10.9371,3.3756,2.111
198012,-5.0056,-5.774,-3.9411,-3.2551,-3.545,-5.6975,-2.541,-2.7578,-2.0407,-1.1211,-3.7939,-3.5185,0.1832,-1.0922,-0.8446,-3.5846,-4.7325,-0.5298,0.5129,-0.8664,-0.4425,-2.4292,-1.243,1.062,-0.7786
198101,-2.1285,1.3484,3.1343,1.9633,4.0896,-4.2872,0.3759,0.4035,2.0356,3.9073,-3.0074,-0.9973,-0.4835,1.5672,2.5797,-5.1784,-2.4232,-0.1041,0.0361,1.382,-5.8671,-5.7389,-3.808,-1.3012,1.8002
198102,-3.0629,0.5114,0.3318,1.2006,1.6594,-1.0002,0.9687,2.2642,2.7454,2.6171,1.5889,1.8494,3.6214,0.2135,0.3851,1.0501,2.9987,3.0952,0.2556,2.2285,2.34,0.8005,0.7068,2.3231,-1.6094
198103,6.7919,8.7055,7.818,9.3024,7.6863,7.6848,8.2034,8.1006,6.7938,7.0116,7.9002,7.6164,7.2296,8.1743,5.1189,8.584,6.5536,9.017,7.0563,6.6491,3.8546,5.7739,4.243,7.9007,7.1707
198104,2.9363,6.0595,4.0478,3.6461,5.202,0.1286,2.965,3.7423,2.6366,3.2855,2.2463,3.1357,1.4762,0.5727,3.4535,-0.1465,-0.8622,0.3407,-0.3522,1.6799,-2.4021,-0.4915,-1.7649,0.0865,-2.8248
198105,3.779,4.4994,5.0351,2.4785,3.169,4.7901,1.7123,1.762,-0.4695,1.2516,1.7109,3.3238,2.1161,0.0721,3.4273,2.8356,0.8503,1.127,0.6581,2.0777,0.3284,-1.0213,-0.8543,3.0448,0.0231
198106,-5.0447,0.2423,1.6714,2.6342,1.6925,-6.1638,-0.6343,-0.6717,-0.374,1.8422,-4.2917,-0.5487,-0.2087,1.8196,-0.1942,-4.5285,-1.6933,0.493,2.4233,-0.2388,-4.4312,-0.3775,0.5788,0.0634,-0.1832
198107,-4.0347,-3.7631,-2.1267,-2.0554,-1.6252,-2.5943,-3.5129,-0.8592,-1.5541,-2.5234,-1.3131,-2.0989,-3.2846,-2.8944,-0.9647,1.6201,-1.7492,-2.7687,-3.4052,-3.7748,2.2768,0.4082,-3.5846,-3.5484,0.3148
198108,-11.9957,-8.6328,-7.4964,-5.7301,-5.1453,-10.815,-8.3756,-5.5863,-5.6279,-6.3805,-8.4576,-6.4515,-5.878,-6.1612,-4.1173,-6.9142,-6.7036,-4.8772,-5.7855,-4.1948,-7.7,-7.0664,-6.7003,-5.3353,-2.5895
198109,-13.671,-9.5452,-7.9201,-7.6793,-6.9367,-10.4653,-6.9117,-7.0102,-4.2835,-6.1684,-9.2869,-5.9178,-6.1814,-2.9543,-4.935,-8.8298,-7.5796,-6.4952,-4.527,-5.124,-7.1681,-5.2795,-5.955,-2.7326,-5.5197
198110,9.8815,7.2667,7.3299,6.0367,3.3153,11.2629,6.5249,7.0661,7.3981,5.4355,11.4335,4.7684,6.6028,4.9747,4.1423,9.6601,7.3057,5.0937,3.3624,2.6746,11.2343,6.47,3.7141,3.6231,6.0116
198111,-2.9791,2.4965,1.9261,2.0864,1.5303,0.9426,5.0652,4.5855,5.6538,4.5784,0.3333,2.6137,4.4056,2.6581,4.6538,3.898,4.3959,2.2526,6.4031,3.9317,1.9902,4.0078,3.9609,4.1368,5.0954
198112,-4.5448,-2.219,-1.6205,-1.4573,-1.2942,-1.6349,-0.5472,-2.0862,-3.4764,-2.3164,-1.9258,-1.8129,-1.4802,-1.7253,-3.6738,-3.0218,-2.3774,-1.6477,-2.8454,-2.8232,-3.3491,-2.764,-2.9045,-3.0359,-3.6308
198201,-2.1247,-0.369,0.1279,-0.7226,0.2123,-5.3226,-3.1709,-3.6437,-3.0034,-0.3171,-6.5065,-4.1382,-5.1153,-2.9714,0.823,-6.497,-4.7549,-4.2525,-1.9508,-2.5293,-2.2944,-3.8591,-2.8158,-2.0193,0.976
198202,-8.0473,-3.2003,-2.6507,-2.7974,-0.4598,-7.7733,-5.4725,-5.1258,-1.9637,-2.1012,-8.8224,-3.0811,-2.274,-3.702,0.1229,-7.4638,-7.0059,-3.8881,-1.1884,-0.6856,-9.6807,-6.9018,-2.8174,-2.3502,-1.2247
198203,-2.3072,-1.3199,-0.4366,-0.3781,0.2051,-3.919,-0.2918,-1.3897,0.8461,0.3674,-2.9979,-0.115,0.6967,-2.0241,2.4885,-3.193,-1.3585,-0.94,-0.8682,-0.0332,-3.7693,-0.1951,-1.8629,0.2,0.6019
198204,6.338,5.8662,4.6825,4.9393,4.5591,6.4282,5.6811,5.403,4.1901,4.1992,5.7026,5.5675,4.3796,4.7898,4.2918,6.0797,4.3683,3.9511,3.3817,4.363,5.0942,5.1547,4.3442,3.7566,4.0718
198205,-3.2838,-0.9324,-0.8791,-0.8808,-1.0447,-3.6393,-4.5535,-3.3747,-2.217,-2.7083,-4.5511,-2.6481,-4.0803,-1.9937,-2.0366,-4.977,-4.6898,-4.5561,-5.1459,-4.3529,-5.5643,-4.9865,-4.6026,-6.5117,-4.1784
198206,-6.3865,-2.8098,-3.1168,-0.687,-1.5074,-5.5761,-2.0613,-2.1661,-1.427,-2.1952,-6.136,-1.5692,-1.6854,-3.4237,-3.0224,-5.6954,-3.8115,-1.413,-1.3993,-0.1575,-4.943,-1.0739,-0.8946,-3.1155,-2.9745
198207,-3.2189,-2.4,-0.4034,-0.9024,0.1357,-3.7322,0.4211,-0.4923,-0.4215,-1.2602,-1.8006,-0.6725,-2.7731,-3.5297,-1.7423,-1.3638,-3.748,-3.5035,-3.9451,-3.1335,-2.0113,-3.7913,-3.6796,-2.7847,-1.626
198208,3.5385,5.7932,4.6293,2.3063,3.4412,7.8115,8.1013,9.1692,7.2568,7.6845,10.8577,11.0205,10.7596,10.4883,9.5377,11.5314,12.0161,10.0229,11.4061,13.0079,11.0709,11.1362,12.3857,13.7296,11.2856
198209,0.9733,1.5244,6.4874,3.4855,4.5464,2.0794,2.334,4.3302,4.827,5.9394,2.9722,4.9754,3.8905,3.6715,2.4571,2.338,1.8001,6.0251,2.4028,0.1118,0.7228,2.0773,0.9405,0.329,-0.4079
198210,16.0396,12.5722,10.9333,11.5463,11.5299,17.0696,12.1676,13.5476,9.9447,11.2456,15.0441,13.4121,12.2166,12.6041,12.8587,15.6619,14.999,12.0652,12.1592,12.5842,14.2718,12.7202,11.2557,12.0931,6.8648
198211,8.605,9.9311,12.6712,12.8327,12.1154,8.4674,8.0599,7.0885,6.4764,7.8006,9.867,7.3843,5.6043,5.3568,7.1545,6.446,7.3154,3.8129,4.9101,6.5221,6.5444,3.2296,2.0491,3.0494,1.187
198212,2.8735,3.4998,3.8005,2.1491,3.1586,-0.0067,2.3798,0.6689,0.5552,0.683,0.6671,0.0107,-0.9872,-0.5813,2.6853,1.3817,-0.2074,2.6162,-0.0082,2.0029,0.8155,0.32,0.7252,-0.4966,4.6941
198301,20.3581,11.7314,10.5519,11.4121,9.6924,8.3461,8.3013,3.6585,4.8374,4.9434,6.719,3.6813,4.3716,3.0938,4.2452,4.3219,3.3364,2.1804,2.2328,2.639,1.8851,2.7933,2.1624,3.8253,2.6067
198302,3.0908,5.5627,8.4625,7.3546,9.2617,3.4708,4.3597,7.4102,5.0359,4.6269,4.4988,4.0608,4.9393,4.3565,3.7215,4.3974,2.1108,2.0935,3.1277,3.8216,2.2509,2.8175,2.7181,2.712,1.6688
198303,3.6023,6.3511,7.0716,5.3757,7.474,1.7832,3.1136,6.0822,5.9585,4.8177,1.5543,4.9424,4.5091,6.8273,6.2442,1.3667,2.4533,3.8964,5.0266,5.0448,4.1089,2.7979,3.9066,4.223,1.6031
198304,7.8981,7.399,9.7051,8.361,8.346,8.0817,8.9754,8.7204,7.7773,7.6847,5.8733,6.8841,7.5113,5.1964,5.7587,4.9398,5.5699,6.483,6.1788,6.2034,4.7745,6.3312,7.6,6.8859,5.6936
198305,14.8912,11.6812,9.4498,10.3031,10.3462,7.8822,6.2297,4.7761,3.3996,5.4143,6.4284,5.5072,2.3932,2.5055,1.1197,4.651,5.3145,5.0256,1.8959,1.0745,0.9954,1.0588,0.0572,-0.1105,1.102
198306,5.405,7.0514,5.4127,3.697,5.5516,6.1016,4.9589,1.9908,2.4085,3.0442,3.3747,6.0558,4.9895,0.5131,1.0041,6.8685,4.9021,3.7879,-1.7798,1.3284,5.1772,4.358,2.3556,0.3023,-1.0385
198307,-4.8892,-2.0975,0.0358,1.2851,1.5647,-6.9608,-4.2391,-0.839,1.667,0.5445,-6.2087,-2.8,2.6047,0.9856,0.5851,-4.162,-3.3763,-4.4695,-1.6931,-1.077,-5.8708,-5.6082,-4.1277,-0.7786,-1.583
